ActualIndex,PredictionIndex,Date,Prediction,Actual,Current_Time
-5,0,2024-03-04,5047.36572265625,5130.9501953125,
-4,1,2024-03-05,5154.107421875,5078.64990234375,
-3,2,2024-03-06,5133.20068359375,5104.759765625,
-2,3,2024-03-07,5154.20947265625,5157.35986328125,
-1,4,2024-03-08,5100.10693359375,5123.68994140625,
0,5,2024-03-11,5086.18603515625,5117.93994140625,
1,6,2024-03-12,5122.646484375,5175.27001953125,
2,7,2024-03-13,5147.94580078125,5165.31005859375,
3,8,2024-03-14,5163.689453125,5150.47998046875,
4,9,2024-03-15,5169.67041015625,5117.08984375,
5,10,2024-03-18,5142.19970703125,5149.419921875,
6,11,2024-03-19,5135.19921875,5178.509765625,
7,12,2024-03-20,5100.966796875,5224.6201171875,
8,13,2024-03-21,5168.84423828125,5241.52978515625,
9,14,2024-03-22,5122.5439453125,5234.18017578125,
10,15,2024-03-25,5158.91650390625,5218.18994140625,
11,16,2024-03-26,5196.29833984375,5203.580078125,
12,17,2024-03-27,5192.33447265625,5248.490234375,
13,18,2024-03-28,5224.1337890625,5254.35009765625,
14,19,2024-04-01,5217.9638671875,5243.77001953125,
15,20,2024-04-02,5227.73388671875,5205.81005859375,
16,21,2024-04-03,5263.5029296875,5211.490234375,
17,22,2024-04-04,5234.07080078125,5147.2099609375,
18,23,2024-04-05,5206.6435546875,5204.33984375,
19,24,2024-04-08,5164.611328125,5202.39013671875,
20,25,2024-04-09,5240.33251953125,5209.91015625,
21,26,2024-04-10,5148.28369140625,5160.64013671875,
22,27,2024-04-11,5173.65966796875,5199.06005859375,
23,28,2024-04-12,5228.04833984375,5123.41015625,
24,29,2024-04-15,5190.548828125,5061.81982421875,
25,30,2024-04-16,5058.751953125,5051.41015625,
26,31,2024-04-17,5076.20849609375,5022.2099609375,
27,32,2024-04-18,5054.85400390625,5011.1201171875,
28,33,2024-04-19,5077.28076171875,4967.22998046875,
29,34,2024-04-22,5005.06787109375,5010.60009765625,
30,35,2024-04-23,5044.61669921875,5070.5498046875,
31,36,2024-04-24,4995.90283203125,5071.6298828125,
32,37,2024-04-25,5100.5185546875,5048.419921875,
33,38,2024-04-26,5051.66015625,5099.9599609375,
34,39,2024-04-29,4899.82421875,5116.169921875,
35,40,2024-04-30,5108.302734375,5035.68994140625,
36,41,2024-05-01,4978.45263671875,5018.39013671875,
37,42,2024-05-02,5038.81103515625,5064.2001953125,
38,43,2024-05-03,5039.42529296875,5127.7900390625,
39,44,2024-05-06,5076.66162109375,5180.740234375,
40,45,2024-05-07,5109.68798828125,5187.7001953125,
41,46,2024-05-08,5210.0966796875,5187.669921875,
42,47,2024-05-09,5127.63818359375,5214.080078125,
43,48,2024-05-10,5121.3466796875,5222.68017578125,
44,49,2024-05-13,5231.9921875,5221.419921875,
45,50,2024-05-14,5168.9482421875,5246.68017578125,
46,51,2024-05-15,5218.294921875,5308.14990234375,
47,52,2024-05-16,5232.35888671875,5297.10009765625,
48,53,2024-05-17,5264.666015625,5303.27001953125,
49,54,2024-05-20,5298.8701171875,5308.1298828125,
50,55,2024-05-21,5242.53369140625,5321.41015625,
51,56,2024-05-22,5296.60791015625,5307.009765625,
52,57,2024-05-23,5300.48046875,5267.83984375,
53,58,2024-05-24,5238.84375,5304.72021484375,
54,59,2024-05-28,5192.24267578125,5306.0400390625,
55,60,2024-05-29,5252.22509765625,5266.9501953125,
56,61,2024-05-30,5229.8046875,5235.47998046875,
57,62,2024-05-31,5204.6474609375,5277.509765625,
58,63,2024-06-03,5243.671875,5283.39990234375,
59,64,2024-06-04,5203.3876953125,5291.33984375,
60,65,2024-06-05,5129.220703125,5354.02978515625,
61,66,2024-06-06,5143.70654296875,5352.9599609375,
62,67,2024-06-07,5210.0751953125,5346.990234375,
63,68,2024-06-10,5257.29541015625,5360.7900390625,
64,69,2024-06-11,5202.3173828125,5375.31982421875,
65,70,2024-06-12,5270.77197265625,5421.02978515625,
66,71,2024-06-13,5328.64697265625,5433.740234375,
67,72,2024-06-14,5342.7998046875,5431.60009765625,
68,73,2024-06-17,5389.99609375,5473.22998046875,
69,74,2024-06-18,5419.03173828125,5487.02978515625,
70,75,2024-06-20,5346.4140625,5473.169921875,
71,76,2024-06-21,5419.9521484375,5464.6201171875,
72,77,2024-06-24,5370.09130859375,5447.8701171875,
73,78,2024-06-25,5329.74169921875,5469.2998046875,
74,79,2024-06-26,5465.37353515625,5477.89990234375,2024-11-20 00:35:57
75,80,2024-06-27,5498.150390625,5482.8701171875,2024-11-20 00:39:42
76,81,2024-06-28,5487.36181640625,5460.47998046875,2024-11-20 00:43:28
77,82,2024-07-01,5475.3974609375,5475.08984375,2024-11-20 00:47:13
78,83,2024-07-02,5485.36376953125,5509.009765625,2024-11-20 00:50:59
79,84,2024-07-03,5475.14453125,5537.02001953125,2024-11-20 00:54:43
80,85,2024-07-05,5470.40576171875,5567.18994140625,2024-11-20 01:02:16
81,86,2024-07-08,5535.74365234375,5572.85009765625,2024-11-20 01:06:03
